,id_news,country,media_outlet,url,title,text,date,search
10,47576750.0,chile,suractual,https://www.suractual.cl/2018/01/11/autoridades-llaman-a-extremar-medidas-de-seguridad-en-turismo-acuatico-hoy-dia-no-queremos-seguir-lamentando-accidentes-fatales/,Autoridades llaman a extremar medidas de seguridad en turismo acuático: “Hoy día no queremos seguir lamentando accidentes fatales”,"Debido al accidente producido el pasado 10 de enero en la Confluencia del Río Baker con el Río Neff, comuna de Cochrane, nuestro Gobierno llama a extremar las medidas de seguridad, no sólo frente a paseos acuáticos, sino a deportes extremos como trekking, escalada, kayak, etcétera y a tener muchas precaución en las rutas que no están acondicionadas para alta velocidad. Este tipo de sucesos, a veces, pueden ser evitados por lo que debemos seguir las normas requeridas por la Armada de Chile, y otras autoridades, para así tener unas vacaciones libres de problemas y un feliz regreso a casa. Mario Figueroa Mayorga, gobernador (s), advierte al respecto, “Como Gobierno, el día de hoy, estamos empeñados en llevar adelante una campaña educativa y de prevención, que dice relación con el autocuidado de las personas, ya avanzada la temporada estival. Nuestra Provincia tiene una vasta zona de extensión lacustre donde los vecinos, los visitantes nacionales y extranjeros, pueden realizar deporte y actividades al aire libre; también actividades deportivas fluviales, pero con los resguardos que la normativa vigente nos convoca. Hoy día no queremos seguir lamentando accidentes fatales, no queremos que las familias que nos visitan o los lugareños tengan que lamentar pérdidas de vidas humanas por descuidos, principalmente. La mayor cantidad de los accidentes ocurren por descuido de las propias personas. El llamado, como Gobierno, es al autocuidado, a respetar las normas de seguridad, a no tomar acciones osadas que pongan en riesgo la vida y la integridad de nuestros seres queridos”. Dagoberto Soto Paillacar, sargento segundo, capitán de Puerto Suplente del Lago General Carrera, comenta lo que debemos tener en cuenta a la hora de tomar un tour por agua, “En el lugar de un turista, lo primero que tiene que hacer es verificar que la embarcación esté en buenas condiciones, que el patrón tenga su matrícula otorgada por la autoridad marítima, tenga sus chalecos salvavidas y que la embarcación a simple vista se vea en buenas condiciones. El primer concepto que hay que aplicar aquí es la autoprotección, este tipo de embarcaciones, que no cumplen con nuestra norma, a simple vista se ven deterioradas, con elementos antiguos o dañados y eventualmente tienen un precio más económico a una embarcación que sí cumple todos los requisitos que dispone la autoridad marítima”. Medidas para salir a navegar: Embarcaciones revisadas por la autoridad marítima una vez al año. Inscritas en la Capitanía de Puerto, contar con las medidas de seguridad. Contar con salvavidas para la tripulación y todos los pasajeros. Llevar al menos una bengala. A simple vista en buenas condiciones, sin vías de agua, si se ven pequeños charcos de agua algo está mal con la embarcación. Motor con ruido normal de operación. Embarcaciones que cuenten con las mantenciones correspondientes. Remos en caso de que falle el motor. Por otra parte, para estar seguros de que las condiciones climáticas son las adecuadas es recomendable ponerse en contacto con la autoridad marítima al teléfono 137 que deriva a la capitanía de puerto correspondiente, antes de hacer una travesía. Se debe tener en cuenta que los puertos cierran para las embarcaciones menores con 15 nudos de viento y esta información la proporcionan allí.",2018-01-11,accidente
0,47714830.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/valdiviana-murio-en-accidente-carretero-ocurrido-a-la-altura-de-mafil,Valdiviana murió en accidente carretero ocurrido a la altura de Máfil - Diario Laguino,"Una mujer residente en Valdivia murió este sábado luego de protagonizar un accidente de tránsito en la Ruta 5 Sur, a la altura del cruce Las Quemas, comuna de Máfil.. La fatal colisión involucró a un automóvil BMW, conducido por Rosa Irene Mella Parada, quien resultó fallecida tras ser impactada por un AUDI, patente JJBY-66, de color blanco, guiado por Patricio Alejandro Alveal Balboa de 49 años El accidente se produjo alrededor de las 18.40 horas, cuando la víctima ingresó desde un camino vecinal a la carretera, sin percatarse que por Ruta 5 venía el automóvil AUDI, generándose una colisión de alto impacto. La persona fallecida viajaba junto a su esposo, el constructor civil Gustavo Lacrampe Holtheur y otro acompañante, quienes resultaron con contusiones. Al accidente concurrió Carabineros y la Unidad de Rescate del Cuerpo de Bomberos de Los Lagos.",2018-02-10,accidente
1,49541409.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/en-medio-de-profundo-dolor-despidieron-a-victimas-de-fatal-accidente-vehicular/,En medio de profundo dolor despidieron a víctimas de fatal accidente vehicular.,"Esta tarde de domingo, en medio escenas de profundo pesar fueron despedidos los cuerpos de Lee, Fernando y Nicolás víctimas de un accidente vehicular ocurrido en la madrugada del día viernes. Los restos mortales de los jóvenes fueron velados por separados y tras una coordinación de sus familiares hicieron posible una ceremonia religiosa conjunta para los tres malogrados jóvenes, quienes eran amigos y además compartían intereses entre los que estaba su afición por los automóviles. El oficio religioso comenzó alrededor de las 15 horas para cerca de las 16 horas comenzar el cortejo fúnebre en dirección al cementerio municipal donde fueron depositados sus restos mortales. El fatal accidente conmovió a la comunidad paillaquina, por lo conocidos que eran los jóvenes víctimas de este fatal accidente y que además ha coincidido con otras pérdidas en donde otro joven se quito la vida marcando una semana muy trágica para la comunidad de Paillaco.  ",2018-02-25,accidente
2,49541530.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/tragedia-en-paillaco-dos-jovenes-murieron-en-accidente-de-transito/,Tragedia en Paillaco: Tres jóvenes murieron en accidente de tránsito.,"Dos jóvenes paillaquinos perdieron la vida en un accidente de tránsito ocurrido la madrugada de este viernes en la Ruta T 206, cerca de la entrada Timberni, Ex-APSA. Las víctimas fueron identificadas como Nicolás Pérez de 19 años y Francisco Castillo de 25 años, quienes fallecieron a causa de las graves lesiones derivadas del choque de un vehículo con una garita peatonal. En el vehículo viajaba también, Lee Foitzick. Quien habría fallecido alrededor de las 08.30 horas a raíz de las graves lesiones en el servicio de Urgencia del Hospital Base de Valdivia. Carabineros deberá determinar la causa de este accidente que terminó con la vida de 2 jóvenes paillaquinos. Noticia en desarrollo.    Noticia en desarrollo.",2018-02-23,accidente
3,47714422.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/paillaco-despide-hoy-a-jovenes-victimas-de-grave-accidente-carretero,Paillaco despide hoy a jóvenes víctimas de grave accidente carretero - Diario Laguino,"Con una ceremonia religiosa y funerales a la misma hora y partiendo en la Iglesia Católica de Paillaco, serán despedidos los tres jóvenes que fallecieron en el trágico accidente de tránsito ocurrido el pasado viernes en la ruta de acceso a la ciudad. La decisión familiar de realizar un solo acto religioso y traslado único al cementerio, se definió en horas de la mañana del sábado para respetar el vínculo que unía a los jóvenes, y que no sólo se circunscribió a viajar juntos esa noche trágica, sino que los tres eran amigos y compartían muchos intereses, entre ellos, su afición por los automóviles. A las 15 horas ya estarán los tres féretros en centro de la iglesia, para el oficio católico, y alrededor de las 16 horas, saldrán los ataudes rumbo al cementerio municipal. [AUTOMÓVIL DESINTEGRADO] Impactantes imágenes del accidente que terminó con la vida de tres jóvenes de Paillaco ",2018-02-24,accidente
4,47714736.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/nuevo-accidente-este-domingo-en-sector-de-la-junta,Nuevo accidente este domingo en sector de La Junta - Diario Laguino,"Un nuevo accidente ocurrió este domingo en el sector La Junta, en una cerrada curva existente en la ruta que une Los Lagos con Futrono. Esta vez una camioneta doble cabina pasó de largo en la curva de La Junta, previo a enfrentar la bajada y volcó a un costado del camino. Sus dos ocupantes resultaron con diversas contusiones, siendo traslados hasta el Hospital de Los Lagos y posteriormente al Regional de Valdivia. Se trata del cuarto accidente ocurrido en el lugar en las últmas semanas, producto de la inexistencia de un peralte en la curva. ""Aqui hubo una falla de ingenieria pues la curva expulsa en forma natural al conductor hacia afuera"", señaló un vecino a Diario Laguino, explicando la situación que afecta a este punto del camino. A lo anterior hay que sumar el exceso de velocidad y el desconocimiento de la ruta, lo que provoca un cuadro de alto riesgo que podría tener trágicas consecuencas.",2018-02-04,accidente
5,47714815.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/peaton-murio-atropellado-en-la-ruta-la-union-puerto-nuevo,Peatón murió atropellado en la ruta La Unión-Puerto Nuevo - Diario Laguino,"Como Miguel Subiabre Santana fue identificado el hombre que falleció la noche de este domingo 11 de febrero tras ser atropellado en la ruta que conecta a La Unión con la localidad de Puerto Nuevo. De acuerdo a la información entregada por Noticias Los Ríos, el hombre transitaba por la ruta cuando fue embestido por un vehículo menor marca Renault, placa patente JFJC-24, falleciendo en el lugar. Al sector del accidente se trasladó personal de la Sección de Investigación de Accidentes de Tránsito de Carabineros de Valdivia (SIAT) y un equipo del Servicio Médico Legal.",2018-02-12,accidente
6,49542333.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/una-mujer-fallecio-tras-chocar-con-su-vehiculo-en-la-ruta-5-a-la-altura-de-los-lagos/,Una mujer falleció tras chocar en la Ruta 5 a la altura de Los Lagos,"El sitio www.biobiochile.cl informó que una mujer falleció en un accidente de tránsito registrado en la tarde de este sábado en el kilómetro 10 de la Ruta 5 Sur de la comuna de Los Lagos. La víctima identificada como Rosa Mella Parada, que tendría domicilio en Valdivia, conducía un vehículo marca BMW el cual transitaba por el camino vecinal del sector Las Quemas y no habría respetado un disco pare y chocó a otro automóvil marca Audi A4 que se dirigía de norte a sur, conducido por Patricio Alveal Balboa. Tras el fuerte impacto, la mujer murió en el lugar. El fiscal de turno dispuso que la SIAT de Carabineros realice las diligencias correspondientes.",2018-02-11,accidente
7,47714591.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/taco-kilometrico-en-acceso-a-futrono-por-retiro-de-carro-de-camion-volcado,Taco kilométrico en acceso a Futrono por retiro de carro de camión volcado - Diario Laguino,"15:50.-Una congestión kilométrica por ambos costados reportan a esta hora lectores de Diario Futrono, en el sector Cuesta de Arena, en el principal acceso a la comuna de Futrono y paso obligado al balneario de Coique si provienes desde Ruta 5. El accidente, que involucró a un camión que volcó su carro en mitad de la pista, se produjo alrededor del mediodía, y desde hace aproximadamente 45 minutos se realizan labores de limpieza y retiro de la maquinaria, lo que mantiene el camino completamente cortado. Diario Futrono habló con carabineros de la tenencia de Futrono, quienes señalaron que el corte se extenderá por algunos minutos más, hasta que los tractores efectúen las labores de retiro. Pasadas las 16:30 horas podría quedar habilitado el tránsito. Bomberos y carabineros trabaja en el lugar.",2018-02-15,accidente
8,47714413.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/paillaco-dio-masiva-despedida-a-los-tres-amigos-fallecidos-en-accidente-carretero,Paillaco dio masiva despedida a los tres amigos fallecidos en accidente carretero - Diario Laguino,"La comunidad paillaquina se volcó a las calles este domingo 25 de febrero para despedir a los tres jóvenes que fallecieron en un accidente automovilístico ocurrido la madrugada del viernes en la ruta T-206, en el acceso a Paillaco. Nicolás Pérez Riquelme, Fernando Castillo y Lee Foitzick fueron grandes amigos en vida por lo que sus familias decidieron realizar una ceremonia fúnebre conjunta, en la que se oifició una misa en su memoria para luego ser trasladados hasta el cementerio de la ciudad. Los tres ataúdes de los amigos amantes del automovilismo fueron transportados a bordo de un camión adornado con globos y emotivas frases en su memoria, acompañados de decenas de personas que llegaron a despedirlos. Los cuerpos fueron depositados en sus respectivos nichos ante escenas de profundo dolor y resignación por tan lamentable partida.",2018-02-25,accidente
9,47714568.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/consternacion-en-villa-collilelfu-por-repentina-partida-de-charito-rivera,Consternación en Villa Collilelfu por repentina partida de “Charito” Rivera - Diario Laguino,"Consternada se encuentra la familia y vecinos de Rachel Rivera Riquelme, más conocida como “Charito”, laguina que perdió la vida este mediodía en un accidente de tránsito ocurrido en el sector Las Juntas, camino a Futrono. Rachel viajaba junto a otros tres ocupantes con destino al balneario de Coique, cuando el conductor (su hijo Gabriel) perdió el control de la camioneta tras esquivar un tronco en la mitad de la vía. Además de Gabriel, el matrimonio compuesto por Elba Rivera y Seferino Igor (hermana y cuñado) también resultaron lesionados y fueron trasladados, en primera instancia, hasta el hospital de Los Lagos con diversas lesiones pero fuera de riesgo vital. Hasta la urgencia del hospital laguino llegó gran cantidad de personas, que con incredulidad confirmaron la triste nocticia. “Carismática, amable, risueña y muy amorosa”, así la definieron quienes tuvieron la oportunidad de conocer a esta activa vecina, quien durante años fue parte de la directiva de la junta vecinal y otras agrupaciones de su sector. Sus restos serán velados desde este domingo 18 de febrero en la iglesia Pentecostal de Chile Austral , ubicada en calle Bernardo O”Higgins #34, en la ciudad de Los lagos.",2018-02-17,accidente
10,47714428.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2018/02/rescataron-a-tripulantes-de-embarcacion-que-se-hundio-en-playa-curinanco-en-valdivia,Rescataron a tripulantes de embarcación que se hundió en playa Curiñanco en Valdivia - Diario Laguino,"Este 21 de febrero fueron rescatados 4 personas que se encontraban en una lancha a motor Ferus I, la cual comenzó a hundirse en sector playa de Curiñanco en Valdivia. En un primer momento los tripulantes de la embarcación siniestrada fueron auxiliados por una lancha a motor llamada “Ofrasma” que estaba en cercanías del lugar, para luego ser trasladados a Niebla por una embarcación naval en donde los esperaba el SAMU para verificar la salud de los afectados. El accidente ocurrió aproximadamente a las 18:00 horas, cuando una persona de Curiñanco, lugar que se encuentra al norte de Bahía Corral, informó a la Capitanía de Puerto de Valdivia que había una embarcación hundida en el sector ya mencionado. Inmediatamente se desplazó al lugar señalado por el testigo la LSR ARCANGEL 4424 para rescatar a la tripulación, donde se dieron cuenta que fueron auxiliados por otra lancha a motor llamada “Ofrasma”, en donde fueron recogidos por la unidad naval para ser trasladado a Niebla para ser atendidos por el Samu. Paralelamente la LSG Talcahuano zarpo a los 15 minutos de avisada la emergencia y se encuentra verificando restos de la embarcación hundida y peligros para la navegación. En niebla se encontraba el Gobernador Marítimo de Valdivia CF Gastón Guerrero con el oficial de servicio y personal naval esperando a los afectados para verificar el estado de los tripulantes los cuales están en buenas condiciones de salud. Paralelamente la LSG Talcahuano zarpo a los 15 minutos de avisada la emergencia y se encuentra verificando restos de la embarcación hundida y peligros para la navegación. El Capitán de Puerto de Valdivia, Ricardo Cárcamo, comentó para Diario de Valdivia, que en la embarcación hundida se encontraban 6 personas, pero solo rescataron a 4 de ellas ya que las otras dos fueron encontradas en el sector de Los Molinos y no saben cómo llegaron a ese lugar, “en este caso la embarcación tenía un zarpe vigente en que los tripulantes declarados en un primer momento era 4, luego les ocurrió algo y se trasladaron a niebla donde desembarcó el capitán y lo reemplazaron por otro, además de subir a dos personas más sin dar cuenta de esta situación a Capitanía de Puerto Valdivia” comentó. En síntesis, de los rescatados solo tres tripulantes se encontraban declarados a la autoridad naval y tres no lo estaban, es por esta razón que el Gobernador Marítimo de Valdivia ordenó realizar una investigación sumaria administrativa marítima al respecto. .   ",2018-02-22,accidente
0,49540051.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/accidente-en-ruta-5-sur-altura-km-868-deja-una-persona-lesionada/,Accidente en ruta 5 sur altura Km. 868  deja una persona lesionada,(En Desarrollo…) Esta mañana alrededor de las 10:50 ocurrió un accidente de tránsito en donde se vio involucrado un automóvil que por razones que se investigan el vehículo termino en la caletera de servicio. Carabinero tomo e{ procedimiento de rigor para determinar las causas del accidente.,2018-03-29,accidente
1,49541031.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/camion-se-volco-en-la-ruta-t-206-que-una-paillaco-valdivia-en-sector-betonera/,Camión se volcó en la ruta T 206 que une Paillaco Valdivia en sector Betonera,Esta tarde cerca de las 19:20 horas el llamado de comandancia indicaba que un camión se había volcado en la ruta con una persona lesionada. A la emergencia concurrió personal de bomberos y carabineros quienes tomaron el procedimiento de rigor.Las causas del accidente serán materia de investigación por parte de personal policial. Al cierre de la nota aun no se han entregado detalles del accidente.,2018-03-07,accidente
