,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
1983,47683367.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/06/accidente-en-ruta-los-lagos-panguipulli-deja-cuatro-lesionados,Accidente en ruta Los Lagos-Panguipulli deja cuatro lesionados - Diario Laguino,"Cuatro personas resultaron lesionadas la tarde de este domingo 18 de junio tras sufrir un accidente de tránsito en la ruta T-39, que une las ciudades de Los Lagos y Panguipulli. Según información recabada por Diario Laguino, la emergencia se registró en el sector Las Lomas, en las cercanías del puente Malihue, y se originó luego que el conductor de un automóvil perdió el control y se volcó. Los cuatro ocupantes del vehículo resultaron con múltiples lesiones, ninguna de carácter grave. En el lugar de la emergencia trabaja personal de Salud, Bomberos y Carabineros.  ",2022-06-19,accidente,0,1,0,0,0,1,0,0,0,0,0,0,NEG,0.9637708067893982,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
290,48010680.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2019/09/02/paillaco-tres-lesionados-deja-accidente-en-el-sector-de-manao/,Paillaco: Tres lesionados deja accidente en el sector de Manao,"Una camioneta Toyota Hilux protagonizó un peligroso accidente de tránsito durante la mañana de este lunes en un camino interior del sector de Manao, comuna de Paillaco. Según información recopilada por noticiaslosrios.cl, el conductor de la camioneta perdió el control producto de la abundante piedra suelta en el sector, y tras zigzaguear por más de 100 metros colisionó contra un árbol. Producto de este hecho, los tres ocupantes del vehículo resultaron con lesiones de diversa consideración, siendo atendidos por personal de salud de Paillaco. Asimismo, un segundo automóvil resultó con daños menores tras ser impactado por la carga que trasladaba la camioneta. Al lugar se trasladaron efectivos policiales de la subcomisaría de Paillaco.",2019-09-02,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEG,0.8250859975814819,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1307,47693300.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2021/09/panguipulli-lanzan-campana-para-evitar-accidentes-y-promover-autocuidado-en-fiestas-patrias,Panguipulli: Lanzan campaña para evitar accidentes y promover autocuidado en Fiestas Patrias - Diario Laguino,"El viernes 10 de septiembre, con la simulación de un trágico accidente, la Municipalidad de Panguipulli a través del Alcalde Pedro Burgos Vásquez en compañía del personal de Carabineros, Bomberos y SAMU, dieron inicio al Plan Preventivo de Fiestas Patrias, que este año busca generar conciencia en la población sobre los riesgos y consecuencias de la conducción bajo los efectos del alcohol, además de seguir con todas las medidas sanitarias y resguardos por el Covid-19. El Alcalde de Panguipulli, Pedro Burgos Vásquez, manifestó que este año la campaña de seguridad en fiestas patrias estará orientada a la prevención de accidentes de tránsito. “Hay que conducir a la defensiva, si se bebe alcohol no se conduce y se pasan las llaves, si se va a una fiesta hay que tener un conductor designado para un regreso seguro, hay que evitar los excesos de velocidad y entender que el rol del cuidado es de todos”, enfatizó la autoridad. El jefe comunal, hizo un llamado a seguir con las medidas de autocuidado por Covid 19 aún en Fase de Preparación, ya que “no porque estemos en una fase más relajada o porque estemos en fiestas patrias tenemos que relajar lo que son las medidas sanitarias. Se debe seguir con el uso de la mascarilla, alcohol gel, no superar los aforos ni participar en fiestas que sean masivas. Necesitamos que en el tema de pandemia sigamos en Fase 2, 3 o más avanzada por el verano que se nos viene desde la perspectiva del desarrollo productivo. El llamado es a cuidarnos, protegernos, esperamos que, con la colaboración de la ciudadanía, el esfuerzo de las instituciones de seguridad y del municipio tengamos unas felices fiestas patrias”, destacó. Cristian Castro, Teniente Primero de la 1era Compañía de Bomberos de Panguipulli en la Unidad de Rescate, manifestó que lo más importante es no conducir en estado de ebriedad. “Teniendo el cuidado que corresponde no deberíamos tener mayor problema. Ya empezó la época de incendios forestales, hay que tener cuidado con los asados en zona campestres. El llamado es al autocuidado y seguir todos los protocolos sanitarios”. En tanto, Javiera Toledo, enfermera del SAMU Panguipulli dijo que ""el llamado es a la prevención, nosotros estamos siempre al servicio de la población, pero como es una fiesta importante, el llamado es si vas a conducir no bebas. Es de gran importancia que los bebés y los niños vayan en su silla, alzador, el uso del cinturón de seguridad, ya que son los más afectados y los que más rápido salen de los vehículos en caso de accidentes. Que lo pasen bien, pero con responsabilidad, si nos cuidamos todos vamos a estar bien”. Finalmente, el Teniente de Carabineros de Panguipulli, Carlos Delgado, comentó que esta campaña preventiva busca prevenir los delitos y accidentes que se repiten todos los años. “Realizamos un simulacro de un accidente de tránsito y la finalidad es concientizar a las personas para que tomen las precauciones necesarias, eviten tomar alcohol cuando vayan a conducir, evitar hablar por teléfono y respetar las normas de seguridad vial”, recalcó. ",2021-09-11,accidente,0,0,0,0,0,1,0,0,0,0,0,0,NEU,0.9579424262046814,"['accidente', 'conductor', 'vehículo', 'accidente de tránsito', 'accidente de tránsito', 'seguridad vial']"
2547,49447231.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2023/02/reportan-colision-por-alcance-en-ruta-valdivia-paillaco,Reportan colisión por alcance en ruta Valdivia-Paillaco - Diario de Valdivia,"Hora 12:40- Al menos dos vehículos se vieron involucrados en un accidente de tránsito ocurrido este mediodía en la ruta que une a Valdivia con Paillaco. Primeras informaciones indican que se trata de una colisión por alcance a la altura de cuesta Cero, y no habría lesionados de gravedad. Se llama a los automovilistas a conducir con precaución, debido a que el tránsito circula con lentitud. Unidades de emergencia concurrieron a la emergencia.  ",2023-02-17,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEU,0.9902294278144836,"['accidente', 'colisión', 'vehículo', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
269,49519419.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/camioneta-volco-en-la-ruta-valdivia-paillaco-y-dejo-a-una-persona-lesionada/,Camioneta volcó en la ruta Valdivia-Paillaco y dejó a una persona lesionada,"Esta mañana una camioneta protagonizó un accidente en la ruta Paillaco-Valdivia el que dejó a una persona quedó lesionada. A las 8:45 de la mañana de hoy lunes, el vehículo de marca Wollkwagen y que venía de Puerto Varas se volcó a una cuneta en la recta posterior a la zona cumbre de la Cuesta El Cero, la camioneta se habría precipitado a un barranco de 4 metros de altura. La emergencia dejó al conductor del vehículo atrapado al interior de la camioneta, por lo que debió ser rescatado por personal de Bomberos ya que el automóvil quedó en una posición riesgosa, a punto de deslizarse al final de la quebrada, por lo que el tren delantero debió amarrarse a unos árboles. En la ruta, diferentes automovilistas se dieron cuenta del accidente de tránsito y prestaron ayuda para auxiliar al chófer del vehículo, quien estaba en buen estado. Hasta el lugar del accidente llegó personal del SAMU y Carabineros quienes mantienen suspendido el tránsito mientras se ejecutan labores en la ruta. Fuente: El Navegable",2019-08-26,accidente,0,0,0,0,0,0,0,0,0,0,0,0,NEG,0.9121453166007996,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
291,47710975.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2019/09/19/colision-entre-dos-vehiculos-dejo-nueve-lesionados-en-ruta-a-mehuin/,Colisión entre dos vehículos dejó nueve lesionados en ruta a Mehuín,"Durante el mediodía del miércoles, un automóvil particular y un taxi colisionaron frontalmente en el kilómetro 15 de la Ruta T-20, aproximadamente en el puente Lingue, en la ruta que une a Mariquina con Mehuín. Producto del choque resultaron lesionadas nueve personas, entre las que se encuentran graves una menor de 8 años y una mujer de 28, mientras que un menor de 3 años y un adulto mayor de 72 resultaron con lesiones de mediana gravedad. Ambos vehículos y sus conductores se encontraban con su documentación al día, y en normal estado de temperancia alcohólica. Al lugar concurrieron Carabineros del Retén Mehuín, como también personal de la SIAT de Valdivia por orden del fiscal de turno, para indagar las causas del accidente.",2019-09-19,accidente,0,0,0,0,0,0,0,0,0,0,1,1,NEG,0.8354758024215698,"['accidente', 'choque', 'colisionar', 'conductor', 'automóvil', 'vehículo']"
1273,47731665.0,chile,diariosanjose,https://www.diariosanjose.cl/noticia/emergencias/2021/09/indignacion-causo-temeraria-conduccion-en-ruta-valdivia-san-jose,Indignación causó temeraria conducción en ruta Valdivia-San José  - Diario San José,"Valdiviano registró este fin de semana la temeraria acción de un conductor o conductora que estuvo a segundos de protagonizar un accidente de tránsito en la ruta T 205, que conecta a Valdivia con San José de la Mariquina. Se trata de Israel Benavides, quien contó a Diario de Valdivia que los hechos,que fueron registrados en la cámara incorporada a su vehículo, ocurrieron alrededor de las 10 de la mañana del domingo 19 de septiembre, cuando un sujeto comenzó a adelantar la caravana de automóviles que transitaban por la pista en dirección a San José. “Esa mañana había mucha neblina y por lo mismo íbamos prácticamente en una caravana, porque es evidente que no puedes ir más rápido ni mucho menos adelantando porque la visibilidad era escasa”, dijo. Iba atento a la conducción cuando advirtió en el retrovisor que un automóvil de color blanco se acercaba a gran velocidad, adelantando, primero al vehículo que lo segundaba y luego a él, hasta encontrarse de frente con otro auto. La loca carrera no terminó ahí, ya que ante su insistencia, otro automóvil de desvió hacia la derecha para liberarle el paso, hasta que se pierde de vista entre la neblina. “Debe haber ido a más de 100 kilómetros y estuvo a punto de provocar un tremendo accidente. Con esa actitud al volante uno nunca está seguro, nunca sabes que puede pasar”, añadió. Israel decidió hacer público el video para llamar a la cordura a los automovilistas que transitan por las rutas cometiendo actos tan irresponsables como el del video. El automóvil registrado en el video es un Volkswagen Passat año 2018, placa patente KL LR 97. ",2021-09-21,accidente,0,0,0,0,0,0,0,0,0,0,1,1,NEG,0.9936967492103576,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1978,47683573.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/06/paillaco-reportan-accidente-de-transito-en-ruta-5-sur,Paillaco: reportan accidente de tránsito en Ruta 5 Sur - Diario Laguino,"Hora 13:50.- Dos vehículos se vieron involucrados en un accidente de tránsito ocurrido la tarde de este jueves 9 de junio en la Ruta 5 Sur, a la altura de la Tenencia de Carreteras de Paillaco. Se desconoce si hay lesionados. Baja visibilidad y descenso de la temperatura obligaron a intervenir la ruta. Víctima fatal ya habría sido identificada. Además, habría otras 14 personas lesionadas. Se le imputa haber transportado un kilo de cocaína en un bus interprovincial.",2022-06-09,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.6200096607208252,"['accidente', 'vehículo', 'lesionados', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
2036,47749318.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-ebrio-colisiono-vehiculo-con-una-micro-camino-a-la-costa-de-valdivia/,Conductor ebrio colisionó vehículo con una micro camino a la costa de Valdivia,"Una micro de la línea 20 y a un automóvil particular colisionaron en la ruta que une Valdivia y la zona costera. La colisión se originó cerca de las 08:30 horas de la mañana de este miércoles, a la altura del Club de Yates, en la Ruta T-350. Aunque las causas del accidente deberán ser investigadas, desde la Fiscalía se confirmó que -preliminarmente- se estableció que el conductor del vehículo particular se encontraba en estado de ebriedad y no mantenía licencia de conducir, por lo que fue detenido. Algunos pasajeros del microbús debieron ser trasladados hasta el Hospital Base de Valdivia, aunque se desconoce el carácter de las lesiones. Equipos de emergencias trabajaron en el lugar y en la ruta se generó una importante congestión vehicular durante esta mañana, debido al accidente. Además, el Ministerio Público confirmó que el conductor del vehículo menor, pasará la mañana de este miércoles a control de detención.",2022-07-20,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9508852362632751,"['accidente', 'colisión', 'colisionar', 'conductor', 'automóvil', 'vehículo']"
2031,47730623.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/emergencias/2022/07/accidente-deja-tres-lesionados-en-ruta-rio-bueno-lago-ranco,Accidente deja tres lesionados en ruta Río Bueno-Lago Ranco - Diario Río Bueno,"Tres personas resultaron lesionadas la madrugada de este sábado 23 de julio tras sufrir un accidente de tránsito en el kilómetro 13 de la ruta T-85, que une a las comunas de Lago Ranco y Río Bueno. Según información recabada por Diario Río Bueno, la emergencia se produjo alrededor de las 06:30 en el sector Nalcahue, luego que el conductor del automóvil perdió el control y chocó contra una barrera. Debido al impacto y daños que sufrió el vehículo, dos personas quedaron atrapadas en su interior y fue necesaria la colaboración de unidades de emergencia para su extracción y traslado a un centro asistencial. Personal de Carabineros del retén Diumen investiga las causas del accidente y no se descarta el consumo de alcohol por parte de los ocupantes del automóvil. A la emergencia concurrió personal de Salud, Bomberos y Carabineros. ",2022-07-23,accidente,1,0,0,1,0,0,0,0,0,0,0,0,NEU,0.8662292957305908,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
261,47727758.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2019/07/22/accidente-vehicular-en-ruta-que-une-a-la-union-con-rio-bueno-dejo-a-una-mujer-gravemente-herida/,Accidente vehicular en ruta que une a La Unión con Río Bueno dejó a una mujer gravemente herida,"La persona lesionada se encuentra internada con riesgo vital en el Hospital Base de Osorno. A eso de las 7:15 horas de este lunes y por causas que son materia de investigación, un vehículo protagonizó un accidente de tránsito en el kilómetro 3,5 de la Ruta T-210, que une el Cruce Los Tambores con la comuna de La Unión. Producto de la escarcha en el asfalto –según los primeros antecedentes–, el automóvil chocó contra un pilar, dejando gravemente lesionada a una mujer de 29 años que viajaba como copiloto, quien fue trasladada por unidades SAMU al Hospital Base de Osorno, donde permanece internada con riesgo vital, de acuerdo a lo señalado por el capitán Gastón Zamorano, comisario (s) de la 3era Comisaría de Carabineros de La Unión. Zamorano detalló que el conductor del vehículo, quien viajaba en normal estado de intemperancia y con su documentación al día, resultó sin lesiones. El fiscal de turno (s) dispuso la concurrencia de la SIAT de Carabineros para realizar las diligencias correspondientes. ACTUALIZACIÓN ",2019-07-22,accidente,0,0,0,1,1,0,0,0,0,0,0,0,NEG,0.8760151267051697,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2563,49710666.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2023/02/04/con-lesiones-de-caracter-reservado-resulto-joven-que-volco-vehiculo-que-manejaba-en-sector-rural-de-pindaco/,Con lesiones de carácter reservado resultó joven que volcó vehículo que manejaba en sector rural de Pindaco,"Con lesiones de carácter reservado resultó un joven que sufrió un violento accidente de tránsito luego de volcar el automóvil que manejaba en el sector rural de Pindaco, comuna de Río Bueno. Así lo informó el tercer comandante del Cuerpo de Bomberos de Río Bueno, José Maillanca, quien relató que “este sábado cerca de las 7.40 horas, a la altura del kilómetro 19 de la ruta T-835 del sector de Pindaco, se registró un volcamiento de alta energía, quedando el vehículo volcado a un costado de la vía”. Y agregó: “El automóvil mantenía solamente un ocupante que era el conductor, un joven de 23 años aproximadamente, el cual fue estabilizado por personal de Bomberos y entregado a personal Samu, para luego ser derivado al Hospital de Río Bueno”. Personal de Carabineros perteneciente al Retén de Diumén se hicieron cargo del procedimiento policial de rigor.",2023-02-04,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEG,0.9883763194084167,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
296,47422846.0,chile,rioenlinea,https://www.rioenlinea.cl/nueve-lesionados-dejo-choque-frontal-de-dos-vehiculos-camino-a-mehuin/,Nueve lesionados dejó choque frontal de dos vehículos camino a Mehuín,"Una colisión frontal entre un taxi y un vehículo particular dejó nueve lesionados camino a Mehuín, en San José de la Mariquina. El accidente ocurrió cerca del mediodía de este miércoles, a la altura del kilómetro 15 de la Ruta T-20, en cercanías del puente Lingue, en el camino que une Mehuín con Mariquina. De acuerdo a información policial, en dicho lugar, dos vehículos menores colisionaron de frente, resultando nueve personas lesionadas, entre ellas una niña de ocho años y una mujer de 28 años en estado grave. Mientras, que una menor de tres años y un adulto mayor de 72 años, quedaron con lesiones de mediana gravedad. El resto de los involucrados con heridas de carácter leve. Una mujer y una de las niñas, fueron derivadas en estado grave al Hospital Base de Valdivia para ser atendidas. La Fiscalía instruyó la concurrencia de personal de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros para aclarar las circunstancias de la colisión, determinando preliminarmente que existiría algún grado de responsabilidad por parte del conductor del vehículo particular. Así lo explicó la Fiscal de turno de Mariquina, Claudia Baeza, quien aseveró que preliminarmente se estableció por la SIAT que el conductor del vehículo particular habría traspasado el eje central de la calzada en una curva, debido a que iba a una velocidad no razonable ni prudente. La Fiscal Baeza aseguró que el conductor quedó en calidad de detenido y durante este jueves pasará a control de detención en el Tribunal de Garantía de Mariquina.",2019-09-18,accidente,0,0,0,0,0,0,0,0,0,0,1,1,NEG,0.9699643850326538,"['accidente', 'colisión', 'colisionar', 'conductor', 'vehículo', 'lesionados']"
2032,47730356.0,chile,diariolagoranco,https://www.diariolagoranco.cl/noticia/emergencias/2022/07/accidente-deja-tres-lesionados-en-ruta-rio-bueno-lago-ranco,Accidente deja tres lesionados en ruta Río Bueno-Lago Ranco - Diario Lago Ranco,"Tres personas resultaron lesionadas la madrugada de este sábado 23 de julio tras sufrir un accidente de tránsito en el kilómetro 13 de la ruta T-85, que une a las comunas de Lago Ranco y Río Bueno. Según información recabada por Diario Río Bueno, la emergencia se produjo alrededor de las 06:30 en el sector Nalcahue, luego que el conductor del automóvil perdió el control y chocó contra una barrera. Debido al impacto y daños que sufrió el vehículo, dos personas quedaron atrapadas en su interior y fue necesaria la colaboración de unidades de emergencia para su extracción y traslado a un centro asistencial. Personal de Carabineros del retén Diumen investiga las causas del accidente y no se descarta el consumo de alcohol por parte de los ocupantes del automóvil. A la emergencia concurrió personal de Salud, Bomberos y Carabineros. ",2022-07-23,accidente,1,0,0,1,0,0,0,0,0,0,0,0,NEU,0.7718781232833862,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2033,47343020.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-murio-tras-colisionar-contra-un-arbol-en-paillaco-siat-investiga/,Conductor murió tras colisionar contra un árbol en Paillaco: SIAT investiga,"Un conductor murió luego de protagonizar un accidente vehicular, donde su vehículo terminó colisionando contra un árbol, en Paillaco. El hecho ocurrió en horas de la noche de este domingo, a la altura del kilómetro 10 de la Ruta T-699, del sector Santa Rosa, de la comuna de Paillaco. De acuerdo a lo informado por Carabineros, en ese lugar un automóvil Peugeot 207, perdió el control impactando señalética existente en el sector, para posteriormente colisionar contra un árbol. Según lo comunicado por Carabineros, debido al accidente falleció el conductor del vehículo identificado con las iniciales C.A.G.F. de 39 años de edad, domiciliado en el mismo sector. El Ministerio Público instruyó que las diligencias quedaran a cargo de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros, para aclarar las circunstancias del fatal hecho.",2022-07-04,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.8179150819778442,"['accidente', 'colisionar', 'conductor', 'automóvil', 'vehículo', 'fatal']"
1362,47691917.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2021/10/un-motociclista-lesionado-deja-accidente-por-alcance-en-avda-picarte,Un motociclista lesionado deja accidente por alcance en Avda. Picarte - Diario de Valdivia,"Este martes en la mañana se reportó un accidente de tránsito que involucró a un motociclista y un vehículo particular en avenida Picarte, en Valdivia. Según informó desde el lugar Diario de Valdivia, la emergencia se produjo alrededor de las 9 de la mañana, luego que el conductor del automóvil impactó la motocicleta en su parte posterior. Afortunadamente, el conductor de la moto habría resultado solo con lesiones menores, siendo atendido por personal del Samu en el lugar. ",2021-10-26,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEU,0.8778781890869141,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
295,48009270.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2019/09/11/esta-vez-en-los-lagos-fiscalizacion-permitio-recuperar-otro-vehiculo-gemeleado/,Esta vez en Los Lagos: fiscalización permitió recuperar otro vehículo 'gemeleado',"Tal como sucedió en Valdivia el mismo martes, un vehículo con la patente y documentos adulterados fue encontrado por Carabineros de la Segunda Comisaría de Los Lagos, en el marco de una fiscalización nocturna en la intersección de las calles Balmaceda y Ecuador de la comuna. En ese lugar fue sorprendido el station wagon, marca Hyundai, modelo Santa Fe, año 2018, cuyo conductor identificado como E.S.D.D. (23) entregó permiso de circulación, seguro obligatorio y certificado de homologación falsificados. Al revisar el vehículo, el personal policial pudo comprobar que los números de motor y chasis estaban adulterados, y que la patente correspondía a otro automóvil de igual marca y modelo que mantenía domicilio en el pasaje Boquil de la comuna de Curicó. Hasta esa dirección en la Región del Maule concurrieron Carabineros de la Tenencia de Aguas Negras, comprobando que el vehículo original se mantenía en el inmueble con daños de consideración producto de un accidente de tránsito. Con estos antecedentes, el automóvil encontrado en Los Lagos fue incautado para que el SEBV de La Araucanía realice los peritajes y determine la real inscripción, como también a los implicados en el delito. En cuanto al conductor del automóvil decomisado, pasó este miércoles al control de detención por el delito de falsificación de instrumento público, determinándose su arraigo nacional y un plazo de 90 días para la investigación. ",2019-09-11,accidente,0,1,0,0,0,0,0,0,0,0,0,1,NEU,0.966684103012085,"['accidente', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1988,47683712.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/06/reportan-accidente-vehicular-en-salida-sur-de-valdivia,Reportan accidente vehicular en salida sur de Valdivia - Diario de Valdivia,"14:54 El llamado de Comandancia del Cuerpo de Bomberos de Valdivia informa de un accidente vehicular en la salida sur de la capital regional. Se trató de una colisión entre dos vehículos menores, a la altura de la vuelta de la culebra. Producto del choque y de las condiciones meteorológicas, uno de los automóviles quedó con su parte delantera en las aguas del humedal del sector, sin ocupantes, los que habrían salido por sus propios medios. Se habría registrado un lesionado, que fue atendido por personal SAMU. El hecho se produjo pasadas las 22:45 horas. Carabineros entregó balance de accidentes y controles en rutas, que incluye a una víctima fatal. Revisa las cifras reveladas. Esta sería la tercera ocasión en menos de un año en que se dañan postes en esta esquina.",2022-06-19,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.6172904968261719,"['accidente', 'choque', 'colisión', 'automóvil', 'vehículo', 'fatal']"
1975,47732341.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/actualidad/2022/06/colision-en-paillaco-deja-dos-lesionados,Colisión en Paillaco deja dos lesionados  - Diario Paillaco,Hora 13:37- Dos vehículos se vieron involucrados en un accidente de tránsito ocurrido a las 13:35 de este este sábado 4 de junio en Paillaco. Información preliminar indica que se trata de una colisión en calles Cochrane con Barros Arana que deja un saldo de dos personas lesionadas. Ambos conductores fueron trasladados hasta el hospital local para la constatación de lesiones y alcoholemia de rigor. ,2022-06-04,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.6361817717552185,"['accidente', 'colisión', 'conductor', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1296,47732242.0,chile,diariolanco,https://www.diariolanco.cl/noticia/emergencias/2021/09/accidente-en-sector-norte-de-lanco-dejo-tres-lesionados,Accidente en sector norte de Lanco dejó tres lesionados - Diario Lanco,"Accidente de tránsito en la Ruta 5 Sur, a la altura de la comuna de Lanco dejó un saldo de tres personas lesionadas la mañana de este sábado 18 de septiembre. Según información recabada por Diario de Lanco, la emergencia se registró a pocos metros del peaje lateral, en el acceso norte a la comuna de Lanco, cuando el conductor de un automóvil Chevrolet, placa patente XG 70 41, perdió el control y terminó volcado a un costado de la calzada. Al lugar de la emergencia llegó personal de salud, bomberos y carabineros para prestar colaboración. Los lesionados fueron trasladados hasta un centro asistencial, aparentemente, con lesiones de menor gravedad.",2021-09-18,accidente,0,0,0,0,0,0,0,0,0,1,0,0,NEG,0.6928530931472778,"['accidente', 'conductor', 'automóvil', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
1618,47689175.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/02/colision-multiple-causo-caos-vial-en-valdivia,Colisión múltiple causó caos vial en Valdivia - Diario de Valdivia,"Este lunes en la tarde hubo alarma activada en Valdivia por accidente automovilístico en la ruta que conecta Valdivia con Niebla. Se trataría de una colisión múltiple que involucraría a 4 vehículos, con 7 personas en su interior, a la altura de la cervecería Kunstmann. Preliminarmente se habla de 2 personas lesionadas. Unidades de bomberos concurren con premura al lugar. Ampliaremos.",2022-02-14,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9404904842376708,"['accidente', 'colisión', 'vehículo', 'accidente automovilístico', 'colisión múltiple']"
1616,47688784.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/02/violento-accidente-en-valdivia-conductor-choco-con-barrera-de-contencion,Violento accidente en Valdivia: Conductor chocó con barrera de contención - Diario de Valdivia,"Un violento accidente de tránsito ocurrió esta noche de viernes en la comuna de Valdivia. Un automovilista impactó el vehículo que conducía contra una barrera de contención en calle Picarte, a la altura de Ignacio de La Carrera, frente a Sodimac. Según los primeros antecedentes, el conductor fue trasladado al Hospital Base de Valdivia, en estado crítico.",2022-02-26,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9944732785224916,"['accidente', 'conductor', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1837,47685348.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/05/accidente-en-mafil-confirman-una-nueva-victima-fatal,Accidente en Máfil: confirman una nueva víctima fatal  - Diario Laguino,"Este viernes se confirmó el deceso de una segunda víctima luego del accidente vehicular ocurrido en la Ruta T-34, que une a las comunas de Máfil y Valdivia. Se trata de la acompañante del conductor de la camioneta que protagonizó la colisión con un camión que transportaba leche. Ayer, en el mismo lugar del accidente, falleció el conductor del vehículo menor. Tras la colisión, la acompañante fue trasladada con riesgo vital al Hospital Base de Valdivia, donde falleció este viernes en la mañana. El fiscal subrogante, Carlos Silva, entregó detalles del accidente, indicando que “se debió a que el conductor de la camioneta se desplazaba a una velocidad no razonable ni prudente considerando las características del camino”. “Esta persona, un varón adulto que era acompañado de una mujer adulta, al enfrentar una curva hacia la derecha, debido a la velocidad que lleva el móvil, traspasó el eje central de la calzada procediendo a colisionar con un camión que se desplazaba en sentido contrario”, complementó el fiscal. Los padres de familia colisionaron con un camión en la ruta Máfil-Valdivia este jueves. Colisionaron una camioneta y un camión, resultando una persona fallecida. Revisa las declaraciones del fiscal. [ACTUALIZACIÓN] Un camión lechero colisionó con un vehículo menor.",2022-05-06,accidente,0,0,0,0,0,0,0,0,1,0,0,1,NEU,0.9339805841445924,"['accidente', 'colisión', 'colisionar', 'conductor', 'vehículo']"
1614,47688790.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/02/conductor-en-practica-protagonizo-accidente-en-pleno-centro-de-valdivia,"Conductor ""en práctica"" protagonizó accidente en pleno centro de Valdivia - Diario de Valdivia","Esta mañana de sábado un vehículo de una escuela de conductores protagonizó un accidente de tránsito en pleno centro de Valdivia. El hecho se produjo en calle Chacabuco, frente al Mercado Municipal y ocurrió mientras el conductor “en práctica” chocó contra un vehículo estacionado mientras subía la cuesta. ",2022-02-26,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.8888735175132751,"['accidente', 'conductor', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
